,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
7146,51.0,52.0,73.0,52.0,62.0,65.0,68.0,69.0,64.0,71.0,72.0,75.0,64.0,60.0,60.0,75.0,80.0,61.0,52.0,44.0,58.0,62.0,69.0,49.0,59.0,63.0,66.0,65.0,12.0,16.0,7.0,9.0,16.0,1
7147,61.0,64.0,66.0,62.0,66.0,69.0,67.0,58.0,64.0,71.0,77.0,67.0,64.0,68.0,77.0,74.0,76.0,79.0,67.0,66.0,52.0,64.0,62.0,59.0,61.0,34.0,44.0,22.0,8.0,7.0,6.0,10.0,16.0,3
7148,71.0,68.0,62.0,68.0,66.0,66.0,61.0,39.0,68.0,63.0,69.0,61.0,60.0,60.0,63.0,64.0,66.0,73.0,68.0,31.0,18.0,66.0,61.0,68.0,65.0,19.0,15.0,16.0,7.0,9.0,12.0,14.0,9.0,3
7149,67.0,62.0,56.0,63.0,68.0,64.0,28.0,46.0,65.0,74.0,71.0,63.0,57.0,58.0,76.0,63.0,69.0,74.0,65.0,45.0,17.0,67.0,59.0,73.0,64.0,20.0,24.0,20.0,5.0,15.0,14.0,10.0,8.0,3
7150,77.0,71.0,47.0,61.0,76.0,64.0,42.0,30.0,73.0,72.0,69.0,68.0,54.0,65.0,75.0,64.0,52.0,58.0,68.0,31.0,17.0,54.0,42.0,68.0,51.0,19.0,15.0,20.0,15.0,10.0,13.0,5.0,15.0,3
7151,62.0,28.0,67.0,45.0,67.0,66.0,62.0,70.0,64.0,83.0,78.0,80.0,59.0,80.0,62.0,74.0,57.0,36.0,56.0,45.0,17.0,58.0,63.0,36.0,58.0,51.0,32.0,31.0,8.0,16.0,12.0,12.0,16.0,2
7152,58.0,43.0,63.0,44.0,66.0,46.0,35.0,52.0,66.0,81.0,85.0,78.0,64.0,75.0,59.0,69.0,76.0,63.0,46.0,38.0,31.0,57.0,64.0,42.0,62.0,32.0,27.0,26.0,6.0,10.0,14.0,14.0,5.0,2
7153,49.0,67.0,72.0,42.0,42.0,80.0,81.0,70.0,67.0,31.0,31.0,34.0,62.0,43.0,76.0,46.0,63.0,72.0,68.0,65.0,72.0,36.0,59.0,75.0,68.0,70.0,68.0,67.0,8.0,14.0,13.0,11.0,7.0,1
7154,11.0,15.0,35.0,11.0,13.0,12.0,12.0,32.0,19.0,46.0,48.0,35.0,65.0,34.0,23.0,67.0,30.0,73.0,12.0,33.0,14.0,10.0,43.0,14.0,58.0,13.0,14.0,16.0,65.0,66.0,67.0,67.0,71.0,0
7155,29.0,68.0,60.0,25.0,55.0,27.0,17.0,48.0,62.0,63.0,55.0,63.0,65.0,69.0,57.0,81.0,54.0,80.0,40.0,67.0,68.0,55.0,48.0,34.0,57.0,67.0,63.0,64.0,12.0,13.0,8.0,10.0,9.0,1
7156,59.0,53.0,69.0,64.0,71.0,69.0,67.0,63.0,72.0,80.0,75.0,82.0,68.0,92.0,66.0,42.0,68.0,42.0,65.0,35.0,24.0,61.0,59.0,61.0,65.0,25.0,26.0,24.0,7.0,5.0,12.0,8.0,10.0,2
7157,26.0,75.0,52.0,24.0,28.0,21.0,31.0,45.0,40.0,40.0,55.0,51.0,74.0,65.0,38.0,76.0,68.0,72.0,24.0,69.0,71.0,32.0,39.0,38.0,58.0,70.0,68.0,60.0,16.0,7.0,11.0,11.0,12.0,1
7158,28.0,68.0,54.0,20.0,31.0,20.0,22.0,48.0,45.0,42.0,46.0,39.0,65.0,40.0,57.0,76.0,44.0,85.0,22.0,70.0,67.0,24.0,20.0,30.0,62.0,70.0,68.0,61.0,10.0,6.0,9.0,6.0,13.0,1
7159,28.0,65.0,48.0,37.0,40.0,48.0,12.0,30.0,63.0,78.0,86.0,78.0,67.0,60.0,57.0,68.0,87.0,63.0,14.0,66.0,70.0,28.0,37.0,38.0,59.0,55.0,66.0,68.0,5.0,13.0,13.0,8.0,14.0,1
7160,20.0,68.0,59.0,30.0,40.0,33.0,45.0,50.0,59.0,54.0,54.0,47.0,65.0,58.0,40.0,72.0,71.0,77.0,37.0,70.0,68.0,40.0,33.0,50.0,50.0,64.0,69.0,61.0,7.0,14.0,9.0,14.0,6.0,1
7161,44.0,55.0,67.0,44.0,66.0,70.0,69.0,64.0,65.0,80.0,85.0,76.0,64.0,77.0,55.0,71.0,81.0,62.0,48.0,61.0,57.0,58.0,62.0,57.0,59.0,59.0,61.0,64.0,12.0,11.0,16.0,9.0,8.0,1
7162,33.0,70.0,57.0,30.0,23.0,19.0,20.0,56.0,48.0,39.0,46.0,44.0,63.0,45.0,66.0,82.0,59.0,80.0,15.0,78.0,64.0,29.0,48.0,45.0,60.0,65.0,66.0,63.0,12.0,11.0,6.0,9.0,13.0,1
7163,52.0,59.0,70.0,66.0,62.0,58.0,68.0,72.0,66.0,57.0,61.0,69.0,74.0,70.0,67.0,77.0,58.0,58.0,69.0,77.0,67.0,64.0,65.0,59.0,58.0,70.0,67.0,56.0,14.0,9.0,14.0,13.0,11.0,2
7164,72.0,70.0,61.0,58.0,63.0,34.0,20.0,35.0,68.0,69.0,65.0,58.0,58.0,69.0,65.0,72.0,65.0,79.0,59.0,54.0,21.0,71.0,52.0,65.0,70.0,40.0,20.0,22.0,13.0,13.0,8.0,10.0,12.0,3
7165,52.0,50.0,71.0,50.0,72.0,76.0,70.0,64.0,66.0,67.0,64.0,72.0,71.0,81.0,58.0,64.0,60.0,58.0,60.0,40.0,58.0,68.0,66.0,68.0,72.0,30.0,37.0,36.0,9.0,9.0,15.0,17.0,9.0,2
7166,28.0,72.0,58.0,26.0,45.0,35.0,34.0,51.0,52.0,55.0,63.0,53.0,67.0,45.0,52.0,61.0,51.0,74.0,38.0,69.0,64.0,28.0,40.0,52.0,71.0,63.0,68.0,70.0,13.0,10.0,14.0,10.0,12.0,1
7167,65.0,46.0,64.0,47.0,62.0,61.0,50.0,57.0,63.0,86.0,85.0,72.0,66.0,69.0,68.0,74.0,87.0,76.0,56.0,61.0,63.0,63.0,54.0,44.0,63.0,58.0,64.0,62.0,8.0,12.0,12.0,11.0,12.0,3
7168,29.0,62.0,69.0,26.0,58.0,28.0,22.0,63.0,50.0,65.0,59.0,53.0,67.0,61.0,44.0,70.0,66.0,70.0,29.0,71.0,72.0,25.0,27.0,39.0,57.0,70.0,65.0,64.0,6.0,8.0,14.0,13.0,6.0,1
7169,51.0,59.0,66.0,52.0,72.0,58.0,30.0,63.0,68.0,84.0,86.0,74.0,70.0,68.0,74.0,75.0,77.0,76.0,56.0,75.0,60.0,64.0,60.0,35.0,59.0,61.0,62.0,63.0,6.0,12.0,13.0,13.0,6.0,3
7170,26.0,66.0,65.0,23.0,36.0,30.0,26.0,42.0,59.0,64.0,60.0,56.0,62.0,53.0,35.0,74.0,64.0,78.0,21.0,58.0,67.0,26.0,32.0,33.0,50.0,67.0,68.0,64.0,8.0,11.0,6.0,9.0,14.0,1
7171,32.0,65.0,62.0,42.0,62.0,46.0,55.0,59.0,66.0,60.0,65.0,62.0,68.0,53.0,55.0,74.0,76.0,76.0,49.0,66.0,72.0,46.0,46.0,29.0,54.0,64.0,72.0,70.0,12.0,11.0,6.0,9.0,15.0,1
7172,62.0,65.0,58.0,53.0,73.0,52.0,44.0,54.0,65.0,94.0,94.0,83.0,63.0,72.0,67.0,64.0,63.0,59.0,60.0,43.0,34.0,55.0,55.0,60.0,56.0,34.0,31.0,35.0,13.0,11.0,10.0,6.0,13.0,2
7173,60.0,39.0,67.0,58.0,68.0,57.0,59.0,60.0,67.0,79.0,79.0,79.0,61.0,72.0,67.0,69.0,80.0,58.0,64.0,40.0,28.0,59.0,59.0,51.0,48.0,55.0,57.0,45.0,11.0,7.0,7.0,9.0,6.0,2
7174,19.0,67.0,49.0,24.0,31.0,24.0,25.0,42.0,48.0,58.0,65.0,52.0,57.0,55.0,45.0,70.0,73.0,76.0,23.0,67.0,72.0,24.0,29.0,38.0,59.0,67.0,73.0,66.0,12.0,15.0,6.0,13.0,14.0,1
7175,53.0,34.0,68.0,42.0,76.0,64.0,52.0,62.0,73.0,72.0,71.0,85.0,59.0,87.0,57.0,64.0,67.0,44.0,55.0,51.0,47.0,64.0,63.0,53.0,56.0,47.0,57.0,49.0,16.0,10.0,8.0,8.0,13.0,2
7176,26.0,71.0,52.0,21.0,38.0,13.0,56.0,51.0,56.0,43.0,35.0,60.0,64.0,30.0,60.0,85.0,70.0,76.0,48.0,64.0,69.0,16.0,37.0,32.0,61.0,70.0,68.0,66.0,8.0,5.0,12.0,12.0,15.0,1
7177,66.0,55.0,61.0,56.0,71.0,47.0,64.0,47.0,68.0,78.0,78.0,75.0,62.0,74.0,80.0,80.0,49.0,68.0,71.0,55.0,35.0,66.0,59.0,65.0,57.0,23.0,22.0,22.0,6.0,7.0,13.0,11.0,7.0,3
7178,65.0,63.0,68.0,56.0,60.0,64.0,55.0,71.0,67.0,64.0,65.0,66.0,67.0,60.0,69.0,64.0,69.0,68.0,67.0,64.0,68.0,67.0,59.0,48.0,62.0,64.0,65.0,62.0,10.0,9.0,15.0,13.0,14.0,2
7179,60.0,48.0,67.0,42.0,67.0,65.0,62.0,66.0,69.0,75.0,76.0,73.0,61.0,70.0,66.0,54.0,66.0,53.0,68.0,55.0,40.0,67.0,69.0,41.0,50.0,38.0,55.0,49.0,14.0,11.0,12.0,8.0,7.0,3
7180,62.0,40.0,59.0,55.0,77.0,65.0,40.0,53.0,69.0,86.0,84.0,85.0,60.0,78.0,67.0,67.0,69.0,55.0,50.0,66.0,42.0,62.0,70.0,53.0,55.0,50.0,23.0,21.0,7.0,10.0,6.0,6.0,5.0,3
7181,26.0,65.0,66.0,24.0,29.0,22.0,23.0,49.0,38.0,33.0,32.0,32.0,58.0,48.0,48.0,60.0,61.0,91.0,36.0,81.0,62.0,43.0,23.0,45.0,63.0,67.0,69.0,62.0,8.0,8.0,9.0,10.0,8.0,1
7182,44.0,55.0,66.0,43.0,61.0,45.0,58.0,59.0,62.0,73.0,65.0,72.0,62.0,78.0,71.0,73.0,87.0,71.0,53.0,80.0,63.0,44.0,51.0,63.0,58.0,68.0,71.0,72.0,12.0,14.0,8.0,12.0,8.0,2
7183,42.0,72.0,59.0,29.0,49.0,50.0,34.0,57.0,61.0,76.0,74.0,70.0,64.0,66.0,31.0,83.0,80.0,66.0,56.0,73.0,63.0,45.0,58.0,56.0,57.0,71.0,65.0,71.0,8.0,10.0,14.0,10.0,16.0,1
7184,20.0,63.0,57.0,28.0,41.0,28.0,31.0,41.0,55.0,60.0,55.0,57.0,55.0,67.0,36.0,76.0,72.0,69.0,21.0,69.0,67.0,30.0,29.0,39.0,50.0,70.0,72.0,69.0,12.0,8.0,8.0,6.0,11.0,1
7185,36.0,62.0,68.0,61.0,58.0,69.0,68.0,72.0,67.0,61.0,65.0,68.0,58.0,63.0,72.0,58.0,68.0,65.0,68.0,68.0,68.0,32.0,65.0,43.0,57.0,66.0,68.0,64.0,5.0,5.0,5.0,7.0,5.0,2
7186,75.0,61.0,50.0,60.0,62.0,61.0,44.0,38.0,63.0,73.0,73.0,75.0,61.0,68.0,67.0,71.0,71.0,66.0,47.0,46.0,44.0,75.0,52.0,52.0,68.0,23.0,40.0,26.0,14.0,13.0,12.0,14.0,12.0,3
7187,38.0,61.0,60.0,25.0,46.0,23.0,30.0,53.0,51.0,64.0,68.0,47.0,67.0,56.0,43.0,76.0,65.0,75.0,26.0,69.0,65.0,36.0,49.0,34.0,62.0,67.0,69.0,67.0,7.0,7.0,10.0,10.0,12.0,1
7188,71.0,70.0,54.0,51.0,65.0,49.0,36.0,35.0,62.0,63.0,72.0,59.0,65.0,45.0,69.0,66.0,66.0,77.0,65.0,41.0,16.0,68.0,57.0,68.0,71.0,20.0,22.0,21.0,15.0,13.0,13.0,7.0,6.0,3
7189,48.0,55.0,64.0,58.0,67.0,66.0,68.0,71.0,67.0,79.0,74.0,80.0,67.0,82.0,72.0,83.0,72.0,58.0,62.0,62.0,58.0,57.0,66.0,55.0,60.0,65.0,66.0,68.0,11.0,8.0,12.0,7.0,15.0,1
7190,43.0,45.0,60.0,35.0,63.0,46.0,42.0,56.0,61.0,82.0,83.0,82.0,67.0,71.0,47.0,66.0,76.0,62.0,46.0,64.0,64.0,61.0,51.0,48.0,64.0,60.0,71.0,67.0,15.0,7.0,15.0,10.0,12.0,1
7191,12.0,12.0,25.0,18.0,13.0,12.0,14.0,26.0,27.0,41.0,43.0,35.0,66.0,46.0,24.0,61.0,33.0,60.0,13.0,23.0,26.0,18.0,45.0,27.0,48.0,10.0,12.0,16.0,73.0,60.0,69.0,65.0,72.0,0
7192,65.0,72.0,66.0,62.0,60.0,39.0,57.0,63.0,63.0,41.0,50.0,35.0,68.0,46.0,71.0,46.0,82.0,85.0,64.0,79.0,67.0,74.0,69.0,68.0,74.0,64.0,62.0,60.0,11.0,7.0,16.0,10.0,12.0,1
7193,9.0,13.0,30.0,8.0,15.0,9.0,15.0,24.0,18.0,37.0,40.0,38.0,66.0,40.0,23.0,62.0,29.0,60.0,14.0,23.0,13.0,9.0,27.0,19.0,40.0,16.0,12.0,12.0,71.0,66.0,63.0,59.0,74.0,0
7194,65.0,35.0,69.0,55.0,67.0,65.0,68.0,63.0,69.0,71.0,69.0,74.0,65.0,65.0,59.0,61.0,61.0,45.0,58.0,45.0,58.0,67.0,65.0,65.0,69.0,56.0,58.0,57.0,9.0,13.0,12.0,16.0,11.0,2
7195,66.0,57.0,65.0,53.0,64.0,49.0,51.0,55.0,67.0,82.0,85.0,72.0,69.0,59.0,67.0,60.0,62.0,70.0,59.0,71.0,45.0,65.0,59.0,65.0,58.0,58.0,57.0,42.0,11.0,8.0,16.0,15.0,10.0,2
7196,73.0,66.0,51.0,72.0,65.0,54.0,71.0,54.0,63.0,57.0,78.0,67.0,65.0,68.0,78.0,75.0,54.0,74.0,71.0,44.0,21.0,57.0,48.0,54.0,70.0,12.0,23.0,17.0,7.0,11.0,9.0,10.0,21.0,3
7197,8.0,10.0,38.0,8.0,23.0,14.0,13.0,30.0,28.0,46.0,30.0,44.0,63.0,45.0,15.0,72.0,28.0,56.0,9.0,23.0,13.0,4.0,52.0,12.0,35.0,12.0,11.0,10.0,71.0,66.0,58.0,62.0,74.0,0
7198,65.0,55.0,64.0,62.0,70.0,49.0,59.0,46.0,69.0,78.0,79.0,82.0,68.0,71.0,65.0,42.0,68.0,70.0,64.0,75.0,39.0,67.0,64.0,60.0,65.0,29.0,41.0,31.0,12.0,10.0,14.0,10.0,14.0,3
7199,15.0,12.0,29.0,18.0,17.0,13.0,15.0,30.0,26.0,40.0,39.0,37.0,60.0,41.0,21.0,58.0,27.0,57.0,19.0,21.0,10.0,4.0,43.0,23.0,55.0,11.0,15.0,13.0,70.0,64.0,62.0,65.0,72.0,0
7200,67.0,68.0,60.0,61.0,64.0,57.0,40.0,52.0,66.0,72.0,74.0,67.0,66.0,65.0,68.0,80.0,70.0,80.0,51.0,78.0,17.0,67.0,51.0,76.0,70.0,22.0,24.0,22.0,15.0,13.0,7.0,9.0,10.0,3
7201,17.0,14.0,34.0,18.0,15.0,14.0,19.0,35.0,21.0,47.0,49.0,35.0,68.0,44.0,18.0,57.0,45.0,73.0,13.0,16.0,25.0,16.0,34.0,22.0,48.0,30.0,18.0,18.0,68.0,70.0,61.0,65.0,68.0,0
7202,61.0,54.0,61.0,58.0,68.0,47.0,60.0,47.0,67.0,92.0,94.0,73.0,64.0,78.0,72.0,41.0,80.0,73.0,58.0,71.0,37.0,70.0,68.0,63.0,62.0,38.0,42.0,39.0,10.0,10.0,15.0,9.0,11.0,3
7203,34.0,67.0,63.0,37.0,50.0,55.0,49.0,67.0,59.0,68.0,73.0,59.0,65.0,61.0,39.0,73.0,76.0,73.0,25.0,59.0,70.0,55.0,43.0,45.0,58.0,64.0,65.0,69.0,15.0,14.0,14.0,9.0,11.0,1
7204,53.0,56.0,71.0,30.0,64.0,33.0,29.0,60.0,70.0,74.0,75.0,68.0,71.0,69.0,57.0,84.0,82.0,78.0,53.0,66.0,72.0,44.0,67.0,33.0,70.0,68.0,73.0,68.0,11.0,11.0,7.0,12.0,14.0,2
7205,70.0,57.0,62.0,56.0,71.0,68.0,61.0,57.0,66.0,89.0,83.0,83.0,65.0,90.0,66.0,85.0,71.0,54.0,67.0,78.0,36.0,69.0,57.0,68.0,66.0,36.0,23.0,25.0,10.0,13.0,13.0,12.0,7.0,2
7206,66.0,55.0,59.0,62.0,75.0,53.0,52.0,61.0,69.0,68.0,60.0,72.0,63.0,50.0,70.0,47.0,51.0,53.0,64.0,55.0,22.0,68.0,70.0,72.0,45.0,26.0,21.0,23.0,15.0,18.0,10.0,10.0,17.0,2
7207,64.0,47.0,68.0,62.0,68.0,69.0,61.0,57.0,67.0,69.0,72.0,73.0,64.0,64.0,66.0,77.0,88.0,71.0,61.0,51.0,39.0,60.0,63.0,64.0,58.0,41.0,28.0,23.0,15.0,11.0,14.0,7.0,16.0,2
7208,25.0,57.0,66.0,27.0,58.0,32.0,27.0,65.0,61.0,54.0,53.0,56.0,52.0,48.0,48.0,73.0,66.0,81.0,29.0,54.0,74.0,28.0,31.0,47.0,48.0,68.0,70.0,70.0,14.0,10.0,9.0,13.0,6.0,1
7209,64.0,47.0,69.0,46.0,71.0,62.0,66.0,62.0,69.0,66.0,69.0,68.0,64.0,68.0,75.0,67.0,64.0,58.0,72.0,66.0,45.0,62.0,65.0,52.0,62.0,42.0,57.0,52.0,13.0,10.0,10.0,8.0,14.0,2
7210,15.0,12.0,43.0,22.0,16.0,26.0,16.0,47.0,28.0,37.0,44.0,56.0,65.0,62.0,26.0,61.0,35.0,70.0,17.0,30.0,19.0,15.0,58.0,20.0,63.0,21.0,15.0,15.0,65.0,66.0,67.0,69.0,67.0,0
7211,66.0,55.0,72.0,53.0,68.0,42.0,54.0,69.0,72.0,54.0,56.0,68.0,71.0,75.0,69.0,53.0,65.0,59.0,67.0,67.0,66.0,64.0,68.0,46.0,56.0,41.0,71.0,67.0,7.0,16.0,7.0,16.0,14.0,2
7212,68.0,53.0,64.0,66.0,72.0,67.0,59.0,47.0,68.0,78.0,78.0,75.0,65.0,78.0,73.0,74.0,61.0,68.0,66.0,59.0,52.0,66.0,64.0,67.0,71.0,29.0,35.0,40.0,7.0,9.0,15.0,8.0,9.0,2
7213,14.0,70.0,58.0,27.0,25.0,40.0,27.0,37.0,60.0,65.0,74.0,44.0,55.0,61.0,39.0,91.0,82.0,72.0,19.0,63.0,65.0,20.0,37.0,30.0,60.0,68.0,69.0,68.0,15.0,10.0,6.0,12.0,7.0,1
7214,62.0,37.0,65.0,50.0,68.0,60.0,51.0,60.0,68.0,80.0,74.0,86.0,60.0,90.0,64.0,79.0,60.0,33.0,66.0,53.0,20.0,62.0,67.0,57.0,56.0,35.0,21.0,16.0,6.0,15.0,16.0,16.0,11.0,2
7215,64.0,43.0,75.0,64.0,74.0,74.0,60.0,67.0,71.0,74.0,68.0,82.0,52.0,84.0,66.0,52.0,51.0,36.0,62.0,39.0,28.0,54.0,60.0,60.0,58.0,58.0,37.0,38.0,11.0,7.0,9.0,11.0,10.0,2
7216,65.0,52.0,69.0,57.0,70.0,64.0,57.0,66.0,69.0,82.0,84.0,72.0,64.0,74.0,66.0,68.0,80.0,63.0,68.0,62.0,57.0,55.0,70.0,56.0,62.0,35.0,56.0,26.0,16.0,9.0,14.0,6.0,10.0,2
7217,68.0,67.0,61.0,61.0,58.0,45.0,51.0,53.0,66.0,55.0,62.0,73.0,67.0,84.0,71.0,74.0,75.0,86.0,63.0,78.0,19.0,67.0,58.0,69.0,67.0,40.0,23.0,21.0,13.0,15.0,9.0,10.0,8.0,3
7218,40.0,71.0,64.0,34.0,46.0,31.0,28.0,62.0,67.0,54.0,52.0,48.0,64.0,57.0,44.0,65.0,48.0,73.0,28.0,54.0,66.0,30.0,37.0,35.0,68.0,65.0,69.0,70.0,8.0,13.0,14.0,6.0,14.0,1
7219,12.0,18.0,26.0,18.0,14.0,10.0,11.0,33.0,16.0,17.0,19.0,28.0,52.0,32.0,21.0,52.0,37.0,51.0,15.0,21.0,12.0,10.0,45.0,12.0,20.0,17.0,12.0,13.0,69.0,66.0,68.0,68.0,73.0,0
7220,30.0,65.0,68.0,17.0,59.0,43.0,30.0,68.0,65.0,52.0,54.0,46.0,66.0,53.0,49.0,66.0,66.0,75.0,36.0,73.0,69.0,43.0,58.0,64.0,70.0,68.0,66.0,63.0,8.0,6.0,6.0,15.0,14.0,1
7221,64.0,59.0,69.0,56.0,70.0,54.0,45.0,64.0,72.0,84.0,87.0,87.0,73.0,85.0,62.0,38.0,74.0,47.0,58.0,38.0,59.0,68.0,61.0,44.0,59.0,37.0,53.0,48.0,10.0,7.0,12.0,12.0,14.0,2
7222,37.0,49.0,65.0,34.0,67.0,51.0,43.0,52.0,66.0,84.0,86.0,89.0,65.0,74.0,61.0,86.0,76.0,72.0,41.0,71.0,63.0,59.0,58.0,52.0,64.0,63.0,65.0,67.0,9.0,12.0,14.0,14.0,16.0,1
7223,15.0,13.0,36.0,12.0,22.0,19.0,20.0,34.0,31.0,53.0,56.0,33.0,62.0,58.0,23.0,73.0,29.0,65.0,20.0,35.0,25.0,16.0,45.0,24.0,62.0,18.0,14.0,19.0,67.0,65.0,68.0,71.0,68.0,0
7224,57.0,54.0,72.0,61.0,65.0,69.0,71.0,68.0,68.0,57.0,55.0,71.0,65.0,82.0,72.0,62.0,70.0,58.0,68.0,64.0,65.0,61.0,72.0,67.0,70.0,61.0,67.0,62.0,12.0,10.0,16.0,10.0,7.0,2
7225,9.0,16.0,17.0,9.0,10.0,10.0,20.0,21.0,15.0,52.0,46.0,39.0,67.0,22.0,24.0,54.0,28.0,66.0,8.0,31.0,25.0,14.0,20.0,22.0,52.0,18.0,11.0,12.0,68.0,67.0,64.0,67.0,69.0,0
7226,68.0,67.0,58.0,71.0,65.0,52.0,37.0,47.0,67.0,75.0,81.0,74.0,58.0,81.0,65.0,83.0,68.0,68.0,53.0,82.0,31.0,73.0,51.0,69.0,60.0,34.0,44.0,33.0,6.0,16.0,15.0,8.0,9.0,3
7227,34.0,69.0,60.0,29.0,37.0,24.0,26.0,55.0,51.0,60.0,36.0,58.0,53.0,57.0,39.0,67.0,73.0,84.0,36.0,89.0,64.0,17.0,47.0,33.0,58.0,65.0,66.0,61.0,16.0,12.0,16.0,9.0,6.0,1
7228,65.0,30.0,64.0,59.0,72.0,64.0,34.0,58.0,70.0,73.0,74.0,74.0,64.0,74.0,73.0,52.0,70.0,47.0,70.0,29.0,15.0,63.0,60.0,56.0,60.0,32.0,29.0,35.0,12.0,8.0,8.0,6.0,9.0,3
7229,44.0,52.0,67.0,45.0,69.0,71.0,67.0,68.0,73.0,78.0,72.0,76.0,70.0,73.0,72.0,67.0,80.0,66.0,69.0,67.0,65.0,66.0,72.0,50.0,56.0,64.0,62.0,59.0,7.0,8.0,8.0,7.0,8.0,1
7230,70.0,66.0,55.0,60.0,73.0,52.0,38.0,40.0,69.0,78.0,74.0,73.0,65.0,70.0,64.0,82.0,52.0,49.0,60.0,33.0,17.0,69.0,58.0,67.0,63.0,48.0,31.0,23.0,13.0,15.0,11.0,15.0,5.0,3
7231,47.0,65.0,54.0,29.0,43.0,46.0,58.0,60.0,57.0,48.0,61.0,64.0,69.0,55.0,76.0,74.0,54.0,77.0,57.0,64.0,67.0,29.0,42.0,50.0,65.0,69.0,66.0,66.0,14.0,11.0,10.0,15.0,6.0,1
7232,13.0,16.0,31.0,15.0,15.0,15.0,13.0,20.0,25.0,52.0,55.0,62.0,58.0,54.0,20.0,68.0,42.0,61.0,14.0,26.0,19.0,20.0,58.0,24.0,37.0,17.0,19.0,18.0,65.0,66.0,74.0,68.0,72.0,0
7233,38.0,62.0,68.0,39.0,53.0,58.0,33.0,58.0,66.0,63.0,68.0,64.0,72.0,71.0,46.0,58.0,64.0,56.0,41.0,59.0,71.0,45.0,35.0,38.0,54.0,66.0,69.0,67.0,8.0,6.0,10.0,10.0,15.0,1
7234,35.0,42.0,72.0,33.0,63.0,54.0,63.0,65.0,71.0,63.0,51.0,73.0,70.0,71.0,44.0,82.0,88.0,71.0,59.0,77.0,69.0,56.0,63.0,52.0,63.0,67.0,69.0,66.0,12.0,7.0,13.0,15.0,9.0,2
7235,67.0,57.0,62.0,66.0,73.0,69.0,56.0,54.0,72.0,66.0,72.0,73.0,60.0,51.0,70.0,55.0,55.0,71.0,68.0,61.0,46.0,71.0,67.0,67.0,70.0,40.0,32.0,43.0,15.0,13.0,9.0,9.0,14.0,2
7236,62.0,56.0,64.0,55.0,71.0,64.0,61.0,57.0,68.0,89.0,90.0,83.0,63.0,72.0,57.0,71.0,70.0,62.0,62.0,43.0,29.0,59.0,55.0,62.0,66.0,34.0,17.0,15.0,14.0,13.0,13.0,14.0,11.0,2
7237,55.0,64.0,67.0,51.0,62.0,59.0,62.0,65.0,64.0,76.0,72.0,71.0,66.0,64.0,62.0,73.0,82.0,66.0,54.0,67.0,70.0,63.0,65.0,68.0,64.0,70.0,64.0,63.0,14.0,10.0,13.0,14.0,11.0,2
7238,34.0,33.0,70.0,36.0,53.0,31.0,35.0,64.0,66.0,52.0,65.0,51.0,73.0,61.0,42.0,50.0,78.0,73.0,38.0,63.0,67.0,56.0,58.0,43.0,60.0,66.0,65.0,59.0,9.0,8.0,9.0,11.0,9.0,2
7239,57.0,49.0,69.0,45.0,75.0,35.0,34.0,59.0,72.0,78.0,85.0,71.0,63.0,70.0,61.0,53.0,42.0,60.0,53.0,70.0,32.0,64.0,58.0,41.0,61.0,41.0,33.0,31.0,9.0,8.0,11.0,16.0,14.0,3
7240,71.0,75.0,61.0,64.0,75.0,59.0,53.0,42.0,66.0,63.0,65.0,43.0,63.0,72.0,71.0,58.0,47.0,69.0,77.0,52.0,23.0,56.0,60.0,75.0,73.0,14.0,33.0,30.0,11.0,14.0,15.0,12.0,13.0,3
7241,56.0,52.0,68.0,55.0,60.0,65.0,68.0,68.0,64.0,62.0,62.0,51.0,70.0,61.0,53.0,55.0,71.0,64.0,63.0,52.0,67.0,65.0,72.0,61.0,65.0,62.0,62.0,51.0,14.0,11.0,6.0,16.0,11.0,2
7242,15.0,14.0,28.0,12.0,16.0,16.0,13.0,22.0,24.0,36.0,27.0,33.0,69.0,33.0,25.0,57.0,29.0,41.0,20.0,27.0,14.0,11.0,36.0,23.0,43.0,16.0,16.0,15.0,68.0,63.0,55.0,64.0,73.0,0
7243,49.0,49.0,64.0,48.0,67.0,64.0,50.0,50.0,62.0,73.0,77.0,79.0,67.0,78.0,60.0,72.0,82.0,41.0,56.0,62.0,64.0,65.0,48.0,44.0,58.0,65.0,66.0,65.0,9.0,8.0,16.0,12.0,8.0,1
7244,40.0,64.0,57.0,38.0,57.0,48.0,39.0,48.0,49.0,67.0,64.0,65.0,68.0,68.0,52.0,84.0,68.0,68.0,37.0,74.0,67.0,41.0,47.0,51.0,56.0,63.0,69.0,70.0,11.0,11.0,12.0,9.0,16.0,1
7245,34.0,47.0,58.0,42.0,63.0,67.0,58.0,59.0,70.0,76.0,79.0,92.0,65.0,91.0,64.0,85.0,74.0,60.0,35.0,77.0,69.0,53.0,50.0,59.0,62.0,61.0,62.0,68.0,10.0,14.0,10.0,6.0,7.0,1
