,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
7046,32.0,49.0,70.0,35.0,43.0,35.0,45.0,64.0,67.0,72.0,71.0,78.0,62.0,87.0,47.0,81.0,90.0,69.0,44.0,84.0,66.0,42.0,58.0,42.0,65.0,59.0,62.0,58.0,9.0,7.0,5.0,14.0,9.0,2
7047,45.0,73.0,65.0,35.0,66.0,55.0,48.0,58.0,60.0,77.0,79.0,71.0,68.0,76.0,64.0,73.0,67.0,64.0,63.0,63.0,65.0,68.0,63.0,41.0,71.0,67.0,67.0,64.0,13.0,11.0,13.0,6.0,6.0,1
7048,36.0,71.0,66.0,35.0,57.0,43.0,33.0,61.0,63.0,52.0,60.0,55.0,66.0,45.0,42.0,77.0,64.0,69.0,46.0,59.0,66.0,40.0,54.0,40.0,63.0,67.0,68.0,66.0,13.0,10.0,15.0,14.0,10.0,1
7049,68.0,59.0,65.0,49.0,67.0,59.0,45.0,53.0,68.0,79.0,79.0,72.0,59.0,77.0,68.0,63.0,69.0,77.0,63.0,57.0,22.0,69.0,64.0,52.0,63.0,35.0,30.0,25.0,9.0,9.0,11.0,14.0,11.0,3
7050,52.0,49.0,72.0,49.0,69.0,64.0,63.0,62.0,71.0,74.0,72.0,74.0,61.0,77.0,62.0,70.0,87.0,72.0,58.0,55.0,55.0,69.0,68.0,42.0,59.0,50.0,49.0,43.0,5.0,6.0,13.0,7.0,14.0,2
7051,35.0,59.0,63.0,31.0,32.0,21.0,36.0,54.0,56.0,46.0,59.0,50.0,58.0,45.0,56.0,74.0,54.0,92.0,44.0,65.0,68.0,35.0,50.0,47.0,66.0,62.0,68.0,63.0,10.0,8.0,13.0,12.0,7.0,1
7052,31.0,65.0,42.0,32.0,41.0,31.0,32.0,42.0,49.0,56.0,56.0,43.0,61.0,64.0,42.0,74.0,60.0,80.0,42.0,71.0,69.0,51.0,20.0,55.0,60.0,68.0,69.0,68.0,5.0,11.0,41.0,7.0,21.0,1
7053,32.0,65.0,64.0,34.0,46.0,59.0,64.0,62.0,58.0,68.0,71.0,65.0,61.0,68.0,54.0,76.0,72.0,79.0,27.0,68.0,65.0,41.0,44.0,33.0,67.0,64.0,69.0,67.0,6.0,13.0,10.0,6.0,14.0,1
7054,18.0,66.0,66.0,32.0,54.0,49.0,23.0,67.0,56.0,74.0,78.0,70.0,63.0,52.0,50.0,88.0,80.0,70.0,26.0,59.0,68.0,56.0,63.0,36.0,60.0,63.0,68.0,67.0,12.0,14.0,14.0,14.0,9.0,1
7055,34.0,43.0,57.0,27.0,60.0,58.0,35.0,59.0,62.0,65.0,72.0,84.0,75.0,83.0,69.0,80.0,76.0,56.0,61.0,62.0,72.0,56.0,47.0,34.0,48.0,68.0,70.0,65.0,11.0,16.0,14.0,7.0,11.0,1
7056,12.0,16.0,23.0,12.0,21.0,20.0,15.0,22.0,17.0,32.0,33.0,38.0,67.0,37.0,21.0,52.0,30.0,52.0,15.0,18.0,18.0,12.0,46.0,23.0,46.0,10.0,15.0,15.0,71.0,63.0,65.0,65.0,71.0,0
7057,27.0,72.0,56.0,36.0,29.0,33.0,28.0,41.0,49.0,55.0,59.0,39.0,71.0,49.0,61.0,71.0,63.0,80.0,28.0,71.0,65.0,31.0,31.0,47.0,61.0,67.0,68.0,62.0,12.0,15.0,8.0,10.0,8.0,1
7058,70.0,63.0,48.0,65.0,61.0,41.0,31.0,39.0,69.0,61.0,56.0,64.0,63.0,45.0,72.0,70.0,69.0,89.0,58.0,61.0,27.0,72.0,53.0,62.0,51.0,39.0,23.0,21.0,7.0,15.0,13.0,12.0,7.0,3
7059,44.0,60.0,64.0,28.0,65.0,49.0,45.0,46.0,68.0,70.0,72.0,63.0,61.0,79.0,51.0,63.0,74.0,60.0,47.0,54.0,63.0,58.0,33.0,46.0,57.0,59.0,67.0,70.0,11.0,15.0,9.0,15.0,14.0,1
7060,55.0,59.0,71.0,65.0,66.0,61.0,60.0,71.0,71.0,57.0,62.0,70.0,65.0,71.0,65.0,59.0,57.0,57.0,62.0,65.0,65.0,67.0,69.0,55.0,67.0,59.0,61.0,55.0,16.0,8.0,14.0,12.0,11.0,2
7061,50.0,53.0,66.0,38.0,60.0,52.0,31.0,55.0,62.0,67.0,67.0,77.0,66.0,83.0,56.0,63.0,76.0,51.0,49.0,47.0,67.0,48.0,48.0,38.0,62.0,62.0,72.0,71.0,11.0,15.0,9.0,14.0,9.0,1
7062,56.0,49.0,69.0,47.0,71.0,68.0,64.0,65.0,72.0,62.0,59.0,75.0,65.0,59.0,65.0,31.0,67.0,64.0,67.0,55.0,55.0,59.0,71.0,48.0,63.0,58.0,62.0,60.0,16.0,15.0,8.0,12.0,11.0,2
7063,33.0,67.0,55.0,43.0,63.0,38.0,39.0,31.0,57.0,71.0,74.0,70.0,64.0,67.0,32.0,90.0,74.0,74.0,36.0,68.0,64.0,44.0,53.0,48.0,53.0,66.0,66.0,65.0,7.0,16.0,10.0,13.0,14.0,1
7064,42.0,64.0,66.0,41.0,64.0,74.0,48.0,61.0,65.0,68.0,73.0,61.0,59.0,58.0,45.0,73.0,64.0,66.0,43.0,56.0,64.0,50.0,52.0,46.0,58.0,70.0,69.0,67.0,6.0,11.0,8.0,11.0,9.0,1
7065,49.0,52.0,66.0,48.0,63.0,63.0,58.0,62.0,66.0,80.0,85.0,75.0,66.0,74.0,57.0,71.0,90.0,66.0,56.0,62.0,64.0,49.0,54.0,61.0,60.0,61.0,58.0,59.0,10.0,15.0,10.0,7.0,7.0,1
7066,51.0,58.0,64.0,54.0,61.0,53.0,60.0,61.0,65.0,65.0,56.0,63.0,68.0,70.0,59.0,72.0,83.0,78.0,50.0,78.0,67.0,47.0,55.0,52.0,66.0,66.0,64.0,61.0,16.0,8.0,7.0,9.0,7.0,2
7067,32.0,62.0,71.0,37.0,66.0,40.0,44.0,59.0,70.0,71.0,70.0,73.0,59.0,69.0,38.0,75.0,61.0,65.0,35.0,66.0,72.0,41.0,40.0,43.0,59.0,65.0,68.0,70.0,14.0,15.0,8.0,11.0,9.0,1
7068,61.0,66.0,58.0,62.0,62.0,55.0,49.0,43.0,66.0,69.0,75.0,60.0,66.0,50.0,80.0,64.0,76.0,90.0,62.0,69.0,32.0,65.0,50.0,66.0,69.0,15.0,41.0,23.0,7.0,8.0,9.0,15.0,11.0,3
7069,57.0,50.0,65.0,51.0,64.0,21.0,63.0,65.0,64.0,69.0,69.0,77.0,72.0,71.0,79.0,68.0,68.0,62.0,70.0,77.0,68.0,55.0,59.0,67.0,67.0,67.0,66.0,65.0,13.0,14.0,14.0,11.0,7.0,2
7070,28.0,76.0,57.0,56.0,35.0,28.0,29.0,49.0,52.0,37.0,32.0,58.0,66.0,43.0,50.0,41.0,62.0,79.0,21.0,70.0,68.0,28.0,40.0,40.0,69.0,70.0,69.0,66.0,12.0,16.0,15.0,7.0,11.0,1
7071,71.0,45.0,62.0,70.0,72.0,79.0,63.0,61.0,70.0,73.0,77.0,72.0,68.0,74.0,79.0,75.0,53.0,73.0,76.0,54.0,32.0,66.0,65.0,71.0,64.0,42.0,37.0,24.0,11.0,6.0,11.0,12.0,8.0,2
7072,72.0,68.0,63.0,48.0,69.0,37.0,26.0,52.0,68.0,83.0,84.0,80.0,56.0,76.0,63.0,66.0,81.0,74.0,57.0,48.0,34.0,68.0,55.0,59.0,53.0,25.0,16.0,18.0,15.0,9.0,10.0,14.0,7.0,3
7073,66.0,41.0,69.0,44.0,71.0,49.0,44.0,58.0,75.0,58.0,65.0,60.0,48.0,82.0,59.0,55.0,42.0,61.0,65.0,45.0,31.0,64.0,75.0,60.0,63.0,27.0,37.0,45.0,12.0,14.0,6.0,13.0,9.0,2
7074,27.0,62.0,63.0,42.0,42.0,49.0,47.0,59.0,58.0,52.0,52.0,49.0,65.0,50.0,64.0,72.0,60.0,87.0,43.0,69.0,67.0,38.0,34.0,38.0,62.0,62.0,70.0,64.0,13.0,6.0,13.0,5.0,12.0,1
7075,39.0,69.0,62.0,30.0,53.0,55.0,52.0,59.0,62.0,46.0,35.0,66.0,56.0,64.0,65.0,81.0,43.0,79.0,53.0,71.0,67.0,33.0,28.0,69.0,54.0,64.0,67.0,67.0,9.0,16.0,6.0,13.0,11.0,1
7076,63.0,50.0,69.0,65.0,65.0,67.0,69.0,66.0,68.0,72.0,67.0,73.0,60.0,87.0,69.0,83.0,57.0,49.0,67.0,40.0,40.0,65.0,71.0,61.0,63.0,63.0,57.0,50.0,15.0,6.0,12.0,15.0,14.0,2
7077,10.0,13.0,30.0,11.0,12.0,10.0,12.0,36.0,21.0,41.0,41.0,49.0,66.0,33.0,21.0,60.0,28.0,69.0,11.0,38.0,19.0,10.0,31.0,23.0,55.0,20.0,11.0,13.0,67.0,64.0,60.0,70.0,71.0,0
7078,46.0,54.0,63.0,47.0,52.0,52.0,47.0,57.0,60.0,70.0,69.0,64.0,66.0,76.0,55.0,80.0,84.0,73.0,48.0,86.0,73.0,51.0,45.0,59.0,59.0,53.0,67.0,72.0,12.0,11.0,10.0,8.0,6.0,1
7079,42.0,52.0,74.0,55.0,62.0,69.0,60.0,72.0,70.0,43.0,38.0,63.0,61.0,65.0,69.0,61.0,58.0,66.0,60.0,66.0,66.0,36.0,65.0,51.0,65.0,61.0,66.0,62.0,12.0,11.0,14.0,12.0,8.0,2
7080,65.0,61.0,62.0,52.0,63.0,59.0,26.0,53.0,67.0,80.0,83.0,85.0,56.0,73.0,71.0,83.0,82.0,83.0,70.0,55.0,60.0,69.0,59.0,55.0,53.0,30.0,13.0,18.0,7.0,9.0,14.0,12.0,12.0,3
7081,59.0,58.0,74.0,49.0,60.0,74.0,63.0,73.0,67.0,40.0,34.0,53.0,62.0,40.0,56.0,52.0,59.0,72.0,69.0,73.0,61.0,64.0,70.0,61.0,65.0,67.0,67.0,62.0,6.0,6.0,13.0,12.0,12.0,2
7082,66.0,60.0,65.0,69.0,72.0,59.0,55.0,59.0,70.0,76.0,71.0,79.0,64.0,71.0,68.0,59.0,69.0,62.0,64.0,63.0,37.0,71.0,63.0,67.0,59.0,33.0,33.0,29.0,7.0,11.0,16.0,10.0,12.0,3
7083,62.0,65.0,69.0,39.0,64.0,33.0,60.0,68.0,67.0,68.0,73.0,72.0,64.0,65.0,66.0,62.0,81.0,79.0,70.0,75.0,68.0,60.0,66.0,55.0,64.0,62.0,68.0,66.0,8.0,12.0,10.0,7.0,14.0,2
7084,28.0,72.0,43.0,33.0,40.0,36.0,29.0,38.0,43.0,36.0,30.0,33.0,68.0,33.0,56.0,31.0,49.0,90.0,22.0,66.0,65.0,27.0,29.0,47.0,50.0,70.0,72.0,68.0,10.0,10.0,10.0,9.0,12.0,1
7085,37.0,74.0,48.0,24.0,40.0,29.0,27.0,54.0,51.0,38.0,55.0,30.0,62.0,32.0,31.0,61.0,70.0,83.0,29.0,74.0,67.0,32.0,27.0,26.0,60.0,66.0,66.0,69.0,14.0,10.0,11.0,11.0,15.0,1
7086,35.0,66.0,65.0,38.0,62.0,46.0,42.0,58.0,63.0,72.0,67.0,73.0,65.0,65.0,59.0,66.0,66.0,67.0,42.0,68.0,66.0,58.0,51.0,37.0,62.0,68.0,71.0,69.0,7.0,6.0,8.0,10.0,8.0,1
7087,29.0,64.0,65.0,60.0,59.0,65.0,59.0,61.0,61.0,65.0,64.0,66.0,62.0,66.0,70.0,81.0,73.0,71.0,61.0,74.0,65.0,61.0,63.0,48.0,59.0,66.0,66.0,65.0,8.0,9.0,9.0,11.0,14.0,1
7088,55.0,66.0,69.0,54.0,60.0,48.0,49.0,70.0,68.0,50.0,46.0,64.0,69.0,72.0,66.0,72.0,63.0,69.0,60.0,71.0,74.0,58.0,66.0,66.0,71.0,78.0,71.0,67.0,14.0,7.0,16.0,16.0,10.0,2
7089,58.0,63.0,71.0,49.0,56.0,57.0,59.0,61.0,67.0,72.0,74.0,74.0,70.0,81.0,67.0,76.0,90.0,92.0,58.0,83.0,56.0,63.0,70.0,64.0,72.0,68.0,65.0,48.0,6.0,15.0,9.0,10.0,13.0,2
7090,49.0,58.0,65.0,50.0,63.0,64.0,46.0,65.0,62.0,74.0,72.0,75.0,63.0,72.0,57.0,72.0,67.0,59.0,56.0,76.0,64.0,66.0,66.0,44.0,61.0,70.0,67.0,68.0,7.0,9.0,10.0,7.0,7.0,1
7091,53.0,55.0,73.0,47.0,63.0,49.0,55.0,70.0,65.0,65.0,62.0,60.0,61.0,76.0,75.0,71.0,73.0,67.0,67.0,70.0,67.0,65.0,61.0,51.0,62.0,56.0,70.0,56.0,9.0,9.0,12.0,7.0,15.0,2
7092,54.0,55.0,68.0,47.0,74.0,48.0,44.0,62.0,67.0,66.0,67.0,66.0,70.0,72.0,56.0,65.0,72.0,75.0,52.0,74.0,68.0,65.0,64.0,53.0,78.0,68.0,63.0,57.0,7.0,13.0,8.0,9.0,7.0,2
7093,72.0,69.0,57.0,67.0,67.0,49.0,41.0,46.0,65.0,69.0,70.0,65.0,64.0,62.0,70.0,72.0,62.0,70.0,69.0,47.0,19.0,63.0,53.0,66.0,63.0,14.0,18.0,13.0,11.0,9.0,12.0,7.0,14.0,3
7094,52.0,63.0,67.0,49.0,63.0,66.0,58.0,60.0,68.0,74.0,73.0,69.0,65.0,59.0,56.0,55.0,78.0,63.0,49.0,72.0,68.0,64.0,60.0,52.0,60.0,65.0,65.0,56.0,12.0,15.0,14.0,15.0,14.0,1
7095,68.0,70.0,70.0,74.0,67.0,55.0,54.0,63.0,72.0,50.0,50.0,68.0,63.0,79.0,75.0,71.0,34.0,60.0,73.0,65.0,51.0,70.0,67.0,70.0,68.0,58.0,51.0,46.0,8.0,11.0,14.0,14.0,10.0,3
7096,17.0,14.0,32.0,15.0,18.0,14.0,12.0,35.0,21.0,59.0,56.0,40.0,67.0,46.0,25.0,75.0,34.0,75.0,16.0,29.0,12.0,16.0,52.0,22.0,48.0,25.0,15.0,14.0,67.0,62.0,70.0,68.0,68.0,0
7097,40.0,53.0,66.0,38.0,64.0,70.0,65.0,58.0,64.0,82.0,91.0,81.0,67.0,85.0,69.0,81.0,89.0,72.0,48.0,66.0,60.0,64.0,68.0,60.0,63.0,57.0,59.0,57.0,13.0,13.0,14.0,11.0,8.0,1
7098,14.0,13.0,22.0,12.0,16.0,20.0,14.0,21.0,17.0,32.0,46.0,49.0,63.0,55.0,22.0,64.0,37.0,68.0,19.0,22.0,13.0,12.0,52.0,20.0,60.0,14.0,19.0,12.0,66.0,71.0,64.0,72.0,64.0,0
7099,46.0,64.0,65.0,38.0,68.0,75.0,46.0,68.0,69.0,85.0,81.0,81.0,57.0,74.0,74.0,86.0,59.0,79.0,39.0,60.0,65.0,67.0,59.0,44.0,61.0,63.0,67.0,65.0,15.0,12.0,9.0,6.0,11.0,1
7100,45.0,65.0,62.0,35.0,66.0,69.0,42.0,66.0,66.0,79.0,68.0,79.0,69.0,60.0,70.0,71.0,68.0,69.0,67.0,56.0,68.0,67.0,59.0,43.0,65.0,67.0,65.0,63.0,15.0,6.0,8.0,13.0,8.0,1
7101,49.0,67.0,67.0,57.0,68.0,49.0,64.0,65.0,69.0,59.0,54.0,56.0,66.0,64.0,80.0,77.0,70.0,85.0,70.0,73.0,66.0,64.0,64.0,55.0,70.0,60.0,69.0,66.0,7.0,12.0,13.0,8.0,9.0,2
7102,58.0,39.0,64.0,61.0,73.0,62.0,44.0,42.0,69.0,81.0,77.0,77.0,62.0,70.0,60.0,49.0,58.0,53.0,60.0,33.0,34.0,63.0,63.0,61.0,62.0,44.0,29.0,21.0,10.0,12.0,14.0,11.0,10.0,3
7103,73.0,68.0,60.0,61.0,58.0,56.0,31.0,45.0,65.0,72.0,77.0,72.0,62.0,70.0,70.0,68.0,61.0,60.0,66.0,60.0,19.0,70.0,42.0,69.0,68.0,35.0,18.0,13.0,9.0,13.0,14.0,11.0,6.0,3
7104,20.0,12.0,31.0,15.0,16.0,21.0,13.0,23.0,30.0,22.0,26.0,30.0,65.0,31.0,35.0,46.0,17.0,37.0,17.0,23.0,10.0,5.0,39.0,28.0,32.0,15.0,14.0,17.0,68.0,66.0,59.0,66.0,70.0,0
7105,34.0,61.0,66.0,41.0,50.0,46.0,48.0,62.0,62.0,54.0,51.0,48.0,61.0,62.0,71.0,70.0,73.0,78.0,56.0,81.0,70.0,54.0,57.0,50.0,68.0,64.0,72.0,67.0,13.0,13.0,14.0,11.0,11.0,2
7106,66.0,51.0,62.0,65.0,77.0,71.0,52.0,64.0,69.0,67.0,65.0,63.0,64.0,79.0,53.0,40.0,55.0,44.0,66.0,32.0,30.0,71.0,67.0,72.0,66.0,40.0,23.0,27.0,14.0,15.0,13.0,14.0,13.0,2
7107,18.0,65.0,60.0,23.0,45.0,30.0,17.0,52.0,56.0,46.0,43.0,38.0,63.0,46.0,45.0,68.0,63.0,85.0,19.0,70.0,66.0,27.0,34.0,36.0,45.0,65.0,68.0,67.0,10.0,14.0,12.0,14.0,14.0,1
7108,10.0,12.0,30.0,13.0,12.0,20.0,12.0,36.0,18.0,54.0,59.0,57.0,67.0,58.0,23.0,68.0,44.0,65.0,20.0,35.0,23.0,9.0,31.0,24.0,50.0,17.0,11.0,12.0,66.0,68.0,62.0,69.0,66.0,0
7109,36.0,61.0,66.0,36.0,57.0,57.0,38.0,67.0,65.0,71.0,70.0,62.0,56.0,75.0,47.0,73.0,77.0,62.0,42.0,63.0,62.0,53.0,42.0,47.0,63.0,66.0,70.0,68.0,8.0,13.0,9.0,9.0,12.0,1
7110,22.0,70.0,57.0,26.0,48.0,37.0,26.0,53.0,59.0,42.0,36.0,46.0,65.0,46.0,40.0,67.0,38.0,75.0,21.0,67.0,69.0,22.0,32.0,41.0,60.0,68.0,69.0,67.0,11.0,11.0,12.0,7.0,8.0,1
7111,18.0,73.0,56.0,47.0,31.0,22.0,23.0,34.0,54.0,73.0,75.0,70.0,64.0,52.0,35.0,78.0,68.0,79.0,19.0,54.0,67.0,21.0,36.0,37.0,58.0,63.0,70.0,67.0,7.0,9.0,13.0,14.0,13.0,1
7112,68.0,40.0,68.0,36.0,71.0,41.0,35.0,50.0,70.0,78.0,77.0,76.0,60.0,76.0,60.0,63.0,72.0,58.0,40.0,40.0,41.0,63.0,59.0,50.0,53.0,45.0,34.0,36.0,7.0,8.0,9.0,6.0,10.0,2
7113,63.0,55.0,67.0,51.0,67.0,57.0,68.0,66.0,68.0,55.0,58.0,73.0,65.0,62.0,70.0,80.0,73.0,76.0,69.0,73.0,70.0,58.0,71.0,63.0,65.0,64.0,65.0,64.0,14.0,11.0,12.0,7.0,12.0,2
7114,69.0,60.0,67.0,34.0,65.0,45.0,45.0,65.0,67.0,67.0,72.0,67.0,63.0,71.0,70.0,75.0,80.0,72.0,72.0,72.0,65.0,70.0,65.0,46.0,62.0,61.0,65.0,60.0,8.0,12.0,15.0,6.0,10.0,2
7115,65.0,45.0,60.0,49.0,71.0,64.0,58.0,56.0,70.0,90.0,87.0,92.0,60.0,92.0,59.0,83.0,74.0,31.0,59.0,59.0,37.0,62.0,60.0,62.0,58.0,19.0,37.0,38.0,8.0,8.0,16.0,10.0,12.0,2
7116,50.0,52.0,65.0,39.0,67.0,56.0,40.0,61.0,65.0,74.0,81.0,74.0,56.0,74.0,60.0,69.0,85.0,62.0,44.0,48.0,68.0,65.0,54.0,38.0,75.0,67.0,68.0,65.0,14.0,7.0,5.0,5.0,13.0,1
7117,39.0,63.0,65.0,49.0,58.0,67.0,60.0,59.0,63.0,64.0,75.0,53.0,64.0,48.0,73.0,55.0,70.0,87.0,54.0,71.0,62.0,55.0,59.0,57.0,64.0,67.0,67.0,64.0,9.0,16.0,15.0,16.0,9.0,1
7118,27.0,51.0,65.0,49.0,64.0,63.0,41.0,58.0,70.0,79.0,77.0,76.0,68.0,76.0,66.0,81.0,77.0,57.0,61.0,63.0,66.0,48.0,50.0,49.0,61.0,63.0,65.0,64.0,8.0,12.0,15.0,12.0,14.0,1
7119,61.0,59.0,71.0,32.0,68.0,63.0,64.0,68.0,70.0,59.0,57.0,65.0,66.0,62.0,52.0,56.0,71.0,73.0,62.0,75.0,70.0,49.0,67.0,43.0,69.0,55.0,70.0,70.0,8.0,14.0,9.0,9.0,16.0,2
7120,61.0,47.0,71.0,31.0,62.0,34.0,59.0,70.0,58.0,49.0,59.0,58.0,58.0,59.0,71.0,57.0,82.0,48.0,72.0,67.0,72.0,66.0,64.0,77.0,57.0,66.0,71.0,62.0,12.0,13.0,5.0,8.0,10.0,2
7121,33.0,69.0,48.0,33.0,26.0,40.0,34.0,31.0,35.0,60.0,65.0,79.0,66.0,64.0,34.0,88.0,66.0,74.0,40.0,66.0,68.0,33.0,52.0,43.0,55.0,68.0,70.0,67.0,11.0,9.0,15.0,15.0,15.0,1
7122,61.0,56.0,64.0,61.0,67.0,84.0,76.0,57.0,67.0,86.0,87.0,90.0,62.0,88.0,74.0,72.0,70.0,34.0,66.0,43.0,23.0,59.0,58.0,64.0,66.0,37.0,36.0,31.0,12.0,13.0,15.0,7.0,13.0,2
7123,63.0,55.0,70.0,72.0,66.0,74.0,77.0,68.0,70.0,67.0,62.0,76.0,67.0,76.0,73.0,59.0,70.0,55.0,67.0,60.0,34.0,55.0,73.0,71.0,72.0,57.0,57.0,48.0,7.0,9.0,9.0,12.0,12.0,2
7124,61.0,45.0,62.0,59.0,73.0,54.0,56.0,55.0,73.0,81.0,79.0,84.0,63.0,92.0,54.0,55.0,61.0,30.0,53.0,73.0,24.0,63.0,60.0,59.0,60.0,24.0,20.0,15.0,10.0,10.0,15.0,15.0,7.0,2
7125,45.0,55.0,67.0,45.0,67.0,47.0,51.0,70.0,61.0,71.0,72.0,77.0,72.0,78.0,62.0,56.0,81.0,67.0,51.0,61.0,66.0,67.0,58.0,52.0,56.0,67.0,63.0,62.0,18.0,12.0,14.0,17.0,18.0,1
7126,66.0,51.0,64.0,63.0,69.0,69.0,68.0,63.0,70.0,77.0,76.0,59.0,63.0,43.0,72.0,37.0,71.0,83.0,68.0,52.0,23.0,57.0,62.0,66.0,68.0,26.0,25.0,20.0,10.0,13.0,7.0,6.0,7.0,2
7127,57.0,62.0,67.0,54.0,64.0,74.0,54.0,65.0,66.0,61.0,58.0,60.0,66.0,57.0,71.0,64.0,63.0,68.0,61.0,71.0,69.0,63.0,59.0,48.0,76.0,68.0,71.0,72.0,7.0,12.0,13.0,7.0,12.0,1
7128,52.0,62.0,65.0,59.0,58.0,63.0,67.0,63.0,66.0,54.0,56.0,75.0,72.0,69.0,70.0,72.0,83.0,61.0,65.0,74.0,73.0,66.0,70.0,58.0,71.0,62.0,59.0,58.0,13.0,6.0,11.0,10.0,5.0,2
7129,40.0,65.0,68.0,45.0,65.0,71.0,69.0,66.0,69.0,73.0,72.0,75.0,64.0,73.0,74.0,75.0,81.0,73.0,65.0,71.0,64.0,55.0,66.0,67.0,68.0,58.0,65.0,63.0,9.0,7.0,6.0,13.0,8.0,2
7130,45.0,69.0,65.0,29.0,56.0,60.0,59.0,58.0,63.0,52.0,54.0,41.0,69.0,44.0,48.0,63.0,74.0,91.0,56.0,76.0,69.0,62.0,63.0,35.0,60.0,64.0,67.0,63.0,8.0,7.0,12.0,7.0,9.0,2
7131,31.0,61.0,61.0,23.0,61.0,54.0,32.0,45.0,58.0,76.0,75.0,63.0,63.0,70.0,43.0,81.0,77.0,72.0,35.0,60.0,63.0,31.0,44.0,34.0,57.0,64.0,64.0,68.0,9.0,9.0,11.0,10.0,15.0,1
7132,29.0,62.0,60.0,19.0,54.0,29.0,27.0,53.0,55.0,68.0,69.0,61.0,65.0,69.0,39.0,78.0,61.0,82.0,36.0,77.0,67.0,41.0,45.0,40.0,54.0,62.0,68.0,65.0,16.0,8.0,13.0,12.0,12.0,1
7133,69.0,67.0,64.0,67.0,64.0,66.0,69.0,58.0,69.0,62.0,55.0,66.0,70.0,66.0,70.0,68.0,68.0,67.0,68.0,64.0,49.0,72.0,69.0,72.0,66.0,38.0,39.0,36.0,8.0,14.0,11.0,11.0,8.0,2
7134,54.0,44.0,64.0,45.0,59.0,59.0,56.0,61.0,60.0,80.0,67.0,77.0,68.0,68.0,53.0,87.0,71.0,60.0,58.0,77.0,66.0,59.0,63.0,45.0,60.0,65.0,69.0,67.0,16.0,15.0,6.0,10.0,15.0,1
7135,38.0,73.0,49.0,22.0,44.0,33.0,26.0,51.0,48.0,56.0,59.0,57.0,67.0,51.0,32.0,81.0,79.0,77.0,24.0,75.0,72.0,40.0,34.0,32.0,62.0,69.0,64.0,59.0,13.0,13.0,6.0,6.0,7.0,1
7136,9.0,20.0,13.0,15.0,10.0,11.0,13.0,22.0,15.0,32.0,34.0,48.0,60.0,33.0,20.0,52.0,33.0,49.0,13.0,18.0,23.0,16.0,40.0,14.0,34.0,9.0,17.0,12.0,69.0,65.0,64.0,68.0,69.0,0
7137,13.0,15.0,31.0,14.0,15.0,16.0,13.0,22.0,11.0,49.0,42.0,40.0,63.0,50.0,22.0,59.0,39.0,60.0,20.0,23.0,20.0,13.0,36.0,22.0,41.0,13.0,13.0,12.0,68.0,65.0,63.0,65.0,71.0,0
7138,58.0,42.0,65.0,61.0,67.0,59.0,52.0,60.0,65.0,84.0,78.0,71.0,65.0,82.0,62.0,49.0,71.0,51.0,59.0,49.0,31.0,62.0,65.0,54.0,62.0,49.0,42.0,45.0,7.0,8.0,10.0,9.0,9.0,2
7139,50.0,42.0,65.0,45.0,76.0,48.0,42.0,60.0,69.0,85.0,90.0,88.0,61.0,84.0,55.0,74.0,65.0,60.0,58.0,40.0,41.0,62.0,58.0,39.0,63.0,31.0,30.0,32.0,7.0,10.0,12.0,7.0,8.0,2
7140,66.0,54.0,67.0,60.0,76.0,67.0,50.0,65.0,72.0,82.0,81.0,86.0,68.0,81.0,62.0,60.0,69.0,57.0,61.0,52.0,43.0,67.0,68.0,58.0,69.0,33.0,33.0,32.0,10.0,8.0,8.0,7.0,8.0,3
7141,58.0,52.0,72.0,50.0,63.0,58.0,62.0,67.0,72.0,55.0,55.0,61.0,69.0,64.0,62.0,55.0,64.0,68.0,66.0,72.0,64.0,58.0,67.0,62.0,70.0,62.0,66.0,59.0,7.0,8.0,7.0,6.0,11.0,2
7142,35.0,63.0,56.0,35.0,46.0,52.0,45.0,47.0,52.0,46.0,39.0,39.0,59.0,30.0,53.0,39.0,64.0,93.0,38.0,75.0,64.0,42.0,41.0,48.0,64.0,67.0,70.0,69.0,7.0,8.0,10.0,9.0,13.0,1
7143,16.0,14.0,19.0,13.0,17.0,11.0,18.0,28.0,31.0,47.0,52.0,53.0,61.0,54.0,28.0,68.0,25.0,69.0,19.0,32.0,23.0,19.0,50.0,42.0,55.0,11.0,15.0,14.0,69.0,70.0,69.0,65.0,68.0,0
7144,54.0,46.0,65.0,58.0,72.0,56.0,43.0,57.0,68.0,94.0,94.0,85.0,58.0,80.0,65.0,56.0,64.0,68.0,60.0,55.0,40.0,56.0,54.0,64.0,50.0,32.0,52.0,48.0,12.0,13.0,15.0,14.0,9.0,2
7145,46.0,65.0,65.0,44.0,70.0,70.0,63.0,55.0,66.0,80.0,77.0,57.0,58.0,55.0,67.0,65.0,77.0,81.0,63.0,58.0,57.0,65.0,40.0,37.0,62.0,60.0,70.0,70.0,13.0,8.0,12.0,12.0,10.0,1
